Trade #,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
117,Exit long,2024-11-19 12:00:00,BE Stop,3157.21,0.0252,79.930116,-0.53,-0.66,1.28,1.6,-4.03,-5.04,30.77,30.77
117,Entry long,2024-11-15 04:00:00,Long,3171.83,0.0252,79.930116,-0.53,-0.66,1.28,1.6,-4.03,-5.04,30.77,30.77
118,Exit long,2024-11-21 16:00:00,TP1 VWAP,3131,0.0064,19.929536,0.07,0.35,0.27,1.37,-0.56,-2.79,30.76,30.76
118,Entry long,2024-11-21 01:00:00,Long,3113.99,0.0064,19.929536,0.07,0.35,0.27,1.37,-0.56,-2.79,30.76,30.76
119,Exit long,2024-11-21 17:00:00,BE Stop,3108.4,0.0257,80.02954299999999,-0.3,-0.38,1.1,1.37,-2.24,-2.79,30.53,30.53
119,Entry long,2024-11-21 01:00:00,Long,3113.99,0.0257,80.02954299999999,-0.3,-0.38,1.1,1.37,-2.24,-2.79,30.53,30.53
120,Exit long,2024-12-11 03:00:00,SL,3568.61,0.0265,99.840605,-5.47,-5.47,0.09,0.09,-5.71,-5.72,25.07,25.07
120,Entry long,2024-12-10 12:00:00,Long,3767.57,0.0265,99.840605,-5.47,-5.47,0.09,0.09,-5.71,-5.72,25.07,25.07
121,Exit long,2024-12-12 08:00:00,TP1 VWAP,3832.44,0.0054,19.718154000000002,0.94,4.75,1.02,5.15,-0.05,-0.24,25.92,25.92
121,Entry long,2024-12-11 14:00:00,Long,3651.51,0.0054,19.718154000000002,0.94,4.75,1.02,5.15,-0.05,-0.24,25.92,25.92
122,Exit long,2024-12-13 04:00:00,BE Stop,3934.88,0.0219,79.968069,6.04,7.55,7.3,9.12,-0.2,-0.24,32.04,32.04
122,Entry long,2024-12-11 14:00:00,Long,3651.51,0.0219,79.968069,6.04,7.55,7.3,9.12,-0.2,-0.24,32.04,32.04
123,Exit long,2024-12-19 08:00:00,SL,3695.13,0.0259,99.637041,-4.13,-4.14,1.54,1.54,-5.72,-5.73,27.92,27.92
123,Entry long,2024-12-18 19:00:00,Long,3846.99,0.0259,99.637041,-4.13,-4.14,1.54,1.54,-5.72,-5.73,27.92,27.92
124,Exit long,2024-12-25 05:00:00,TP1 VWAP,3502.25,0.0058,19.66432,0.61,3.09,0.73,3.71,-1.03,-5.22,28.44,28.44
124,Entry long,2024-12-22 03:00:00,Long,3390.4,0.0058,19.66432,0.61,3.09,0.73,3.71,-1.03,-5.22,28.44,28.44
125,Exit long,2024-12-25 07:00:00,BE Stop,3466.01,0.0236,80.01344,1.62,2.03,3.49,4.36,-4.18,-5.22,30.15,30.15
125,Entry long,2024-12-22 03:00:00,Long,3390.4,0.0236,80.01344,1.62,2.03,3.49,4.36,-4.18,-5.22,30.15,30.15
126,Exit long,2024-12-31 06:00:00,BE Stop,3397.57,0.0236,80.04105200000001,-0.02,-0.02,0.27,0.34,-0.29,-0.36,30.11,30.11
126,Entry long,2024-12-31 05:00:00,Long,3391.57,0.0236,80.04105200000001,-0.02,-0.02,0.27,0.34,-0.29,-0.36,30.11,30.11
127,Exit long,2024-12-31 07:00:00,BE Stop,3402.6,0.0058,19.671105999999998,0.02,0.12,0.08,0.4,-0.07,-0.36,30.15,30.15
127,Entry long,2024-12-31 05:00:00,Long,3391.57,0.0058,19.671105999999998,0.02,0.12,0.08,0.4,-0.07,-0.36,30.15,30.15
128,Exit long,2025-01-02 12:00:00,TP1 VWAP,3390.6,0.0059,19.849311,0.12,0.58,0.2,1,-0.32,-1.59,30.19,30.19
128,Entry long,2025-01-01 12:00:00,Long,3364.29,0.0059,19.849311,0.12,0.58,0.2,1,-0.32,-1.59,30.19,30.19
129,Exit long,2025-01-03 03:00:00,BE Stop,3463.5,0.0238,80.070102,2.2,2.74,3.43,4.28,-1.27,-1.59,32.47,32.47
129,Entry long,2025-01-01 12:00:00,Long,3364.29,0.0238,80.070102,2.2,2.74,3.43,4.28,-1.27,-1.59,32.47,32.47
130,Exit long,2025-01-10 07:00:00,SL,3195.28,0.0301,99.95276899999999,-3.97,-3.97,0.12,0.12,-4.09,-4.09,28.5,28.5
130,Entry long,2025-01-10 03:00:00,Long,3320.69,0.0301,99.95276899999999,-3.97,-3.97,0.12,0.12,-4.09,-4.09,28.5,28.5
131,Exit long,2025-01-13 20:00:00,SL,3170.25,0.0301,99.79955999999999,-4.57,-4.57,0.6,0.6,-4.75,-4.75,23.93,23.93
131,Entry long,2025-01-11 05:00:00,Long,3315.6,0.0301,99.79955999999999,-4.57,-4.57,0.6,0.6,-4.75,-4.75,23.93,23.93
132,Exit long,2025-01-20 01:00:00,TP1 VWAP,3276.96,0.0062,19.879866,0.4,2,0.43,2.15,-0.1,-0.5,24.24,24.24
132,Entry long,2025-01-20 00:00:00,Long,3206.43,0.0062,19.879866,0.4,2,0.43,2.15,-0.1,-0.5,24.24,24.24
133,Exit long,2025-01-20 08:00:00,BE Stop,3378.55,0.0249,79.84010699999999,4.12,5.16,5.98,7.49,-0.4,-0.5,28.44,28.44
133,Entry long,2025-01-20 00:00:00,Long,3206.43,0.0249,79.84010699999999,4.12,5.16,5.98,7.49,-0.4,-0.5,28.44,28.44
134,Exit long,2025-01-20 15:00:00,TP1 VWAP,3272.65,0.0062,19.847502,0.4,2.03,0.48,2.42,-0.04,-0.22,28.77,28.77
134,Entry long,2025-01-20 13:00:00,Long,3201.21,0.0062,19.847502,0.4,2.03,0.48,2.42,-0.04,-0.22,28.77,28.77
135,Exit long,2025-01-20 21:00:00,BE Stop,3365.51,0.025,80.03025000000001,3.94,4.92,6.33,7.91,-0.18,-0.22,32.79,32.79
135,Entry long,2025-01-20 13:00:00,Long,3201.21,0.025,80.03025000000001,3.94,4.92,6.33,7.91,-0.18,-0.22,32.79,32.79
136,Exit long,2025-01-24 10:00:00,TP1 VWAP,3322.94,0.0061,19.901982,0.33,1.65,0.36,1.79,-0.5,-2.52,33.04,33.04
136,Entry long,2025-01-23 07:00:00,Long,3262.62,0.0061,19.901982,0.33,1.65,0.36,1.79,-0.5,-2.52,33.04,33.04
137,Exit long,2025-01-24 12:00:00,BE Stop,3285.71,0.0245,79.93419,0.41,0.51,2.1,2.63,-2.02,-2.52,33.52,33.52
137,Entry long,2025-01-23 07:00:00,Long,3262.62,0.0245,79.93419,0.41,0.51,2.1,2.63,-2.02,-2.52,33.52,33.52
138,Exit long,2025-01-30 21:00:00,TP1 VWAP,3222.1,0.0064,19.914944000000002,0.67,3.34,0.74,3.71,-0.39,-1.97,34.11,34.11
138,Entry long,2025-01-30 05:00:00,Long,3111.71,0.0064,19.914944000000002,0.67,3.34,0.74,3.71,-0.39,-1.97,34.11,34.11
139,Exit long,2025-01-31 08:00:00,BE Stop,3232.03,0.0257,79.97094700000001,2.93,3.66,4.36,5.45,-1.58,-1.97,37.12,37.12
139,Entry long,2025-01-30 05:00:00,Long,3111.71,0.0257,79.97094700000001,2.93,3.66,4.36,5.45,-1.58,-1.97,37.12,37.12
140,Exit long,2025-02-03 05:00:00,SL,2973.52,0.032,99.81632,-4.86,-4.86,0.52,0.52,-5.47,-5.48,32.26,32.26
140,Entry long,2025-02-02 17:00:00,Long,3119.26,0.032,99.81632,-4.86,-4.86,0.52,0.52,-5.47,-5.48,32.26,32.26
141,Exit long,2025-02-08 08:00:00,SL,2587.42,0.0367,99.929696,-5.17,-5.16,2.66,2.66,-5.38,-5.38,27.09,27.09
141,Entry long,2025-02-07 08:00:00,Long,2722.88,0.0367,99.929696,-5.17,-5.16,2.66,2.66,-5.38,-5.38,27.09,27.09
142,Exit long,2025-02-11 17:00:00,TP1 VWAP,2717,0.0076,19.970367999999997,0.64,3.19,0.73,3.66,-0.84,-4.19,27.65,27.65
142,Entry long,2025-02-10 02:00:00,Long,2627.68,0.0076,19.970367999999997,0.64,3.19,0.73,3.66,-0.84,-4.19,27.65,27.65
143,Exit long,2025-02-11 22:00:00,BE Stop,2696.75,0.0304,79.88147199999999,1.94,2.42,2.92,3.66,-3.35,-4.19,29.67,29.67
143,Entry long,2025-02-10 02:00:00,Long,2627.68,0.0304,79.88147199999999,1.94,2.42,2.92,3.66,-3.35,-4.19,29.67,29.67
144,Exit long,2025-02-13 07:00:00,TP1 VWAP,2678.2,0.0075,19.97595,0.07,0.35,0.14,0.68,-0.9,-4.53,29.66,29.66
144,Entry long,2025-02-12 02:00:00,Long,2663.46,0.0075,19.97595,0.07,0.35,0.14,0.68,-0.9,-4.53,29.66,29.66
145,Exit long,2025-02-13 16:00:00,BE Stop,2721.8,0.03,79.9038,1.59,1.99,3.9,4.88,-3.62,-4.53,31.33,31.33
145,Entry long,2025-02-12 02:00:00,Long,2663.46,0.03,79.9038,1.59,1.99,3.9,4.88,-3.62,-4.53,31.33,31.33
146,Exit long,2025-02-19 14:00:00,TP1 VWAP,2691.26,0.0075,19.895325,0.25,1.25,0.34,1.72,-0.05,-0.25,31.5,31.5
146,Entry long,2025-02-19 09:00:00,Long,2652.71,0.0075,19.895325,0.25,1.25,0.34,1.72,-0.05,-0.25,31.5,31.5
147,Exit long,2025-02-19 16:00:00,BE Stop,2666.22,0.0301,79.846571,0.25,0.31,1.37,1.72,-0.2,-0.25,31.82,31.82
147,Entry long,2025-02-19 09:00:00,Long,2652.71,0.0301,79.846571,0.25,0.31,1.37,1.72,-0.2,-0.25,31.82,31.82
148,Exit long,2025-02-22 22:00:00,TP1 VWAP,2733.5,0.0074,19.82275,0.37,1.84,0.54,2.71,-0.49,-2.46,32.11,32.11
